property_name,district,bedroom_count,price,property_age,saleable_area,pet_policy,latitude,longitude,travel_time_to_cbd,walking_time_to_mtr,total_poi_within_1000m,category_Community_Facilities_within_1000m,category_Education_within_2000m,category_Recreation_within_1000m,category_Medical_within_2000m,category_Public_Market_within_1000m,category_Religion_within_2000m,category_Transportation_within_1000m,category_Tourism_within_2000m
GRAND PROMENADE Tower 5,Sai Wan Ho,3,15800000,20,749,TRUE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
LAGUNA CITY PHASE 1 Block 1,Lam Tin,2,5900000,34,517,FALSE,22.3080199,114.2375638,55,18,446,13,216,67,19,3,70,35,0
Champion Building,Yuen Long Town Centre,2,3400000,34,329,FALSE,22.4419964,114.0320293,61,9,509,3,104,46,14,5,47,38,1
LOWER WONG TAI SIN (1) ESTATE LUNG YUE HOUSE (BLOCK 3),Wong Tai Sin,2,2300000,35,385,FALSE,22.3395364,114.1952678,39,10,871,25,285,149,42,10,128,45,1
HYDE TOWERS Block B,Kwun Tong,2,4830000,47,547,FALSE,22.30865,114.23418,42,11,551,16,204,72,19,5,78,55,0
PARK ISLAND PHASE 5 OCEANCREST Tower 31,Ma Wan,3,8350000,19,762,FALSE,22.3532151,114.0614369,50,91,103,0,10,11,0,0,7,3,2
RIVA HELORUS BOULEVARD TOWER 6B,Kam Tin,3,7100000,12,696,TRUE,22.443529,114.0533957,72,24,84,0,25,7,1,0,23,5,6
TAIKOO SHING HARBOUR VIEW GARDENS (EAST) (T-39) Marigold Mansion,Taikoo Shing,3,14500000,40,922,FALSE,22.2877082,114.2185292,29,12,400,5,125,63,14,4,68,27,19
MANOR HILL TOWER 2,Lohas Park,1,4200000,3,287,FALSE,22.2961803,114.2736406,49,11,61,2,52,7,0,0,2,7,0
THE VICTORIA TOWERS TOWER 3,Tsim Sha Tsui,2,11800000,23,543,FALSE,22.3026096,114.1688331,20,8,1538,5,144,53,25,5,107,89,3
TAIKOO SHING KAM DIN TERRACE (T-25) Chai Kung Mansion,Taikoo Shing,3,9900000,45,702,FALSE,22.2868044,114.2152601,27,12,424,4,149,65,14,4,75,28,6
Park One,Sham Shui Po,4,8500000,6,595,TRUE,22.3263938,114.1605,31,9,998,12,373,79,32,10,218,58,6
GRAND YOHO PHASE 1 TOWER 1,Yuen Long Station,2,7160000,8,499,FALSE,22.4440279,114.0355872,61,9,441,3,109,40,14,4,46,34,1
TAIKOO SHING ON SHING TERRACE (T-27) Ning On Mansion,Taikoo Shing,3,9980000,45,703,FALSE,22.2862159,114.2148186,27,11,421,4,153,66,14,4,76,28,5
Kiu Wang Mansion,Ho Man Tin,3,10500000,59,970,FALSE,22.3200912,114.1780735,32,17,1065,11,467,93,55,5,254,44,8
BAYSHORE TOWERS Tower 4,Ma On Shan,2,5500000,30,389,TRUE,22.425087,114.231718,53,0,338,5,76,44,4,4,25,25,0
Bedford Gardens (Block C) Pak Kai Court,North Point,2,5100000,44,543,FALSE,22.2884683,114.192803,19,3,517,4,181,83,8,5,78,28,3
MEI FOO SUN CHUEN PHASE 2 30-32 BROADWAY,Mei Foo,3,8500000,53,941,FALSE,22.3356745,114.1384313,33,5,332,3,120,35,8,1,41,25,0
SOUTH HORIZONS Phase 4 The Oasis Berkeley Court (Block 33),South Horizons,3,8800000,30,686,FALSE,22.2437599,114.1493422,28,3,426,9,101,46,10,8,43,32,1
SERENADE Tower 2,Tai Hang Mid-Levels,3,17500000,15,788,TRUE,22.2765819,114.195473,24,14,370,5,180,66,25,0,85,20,6
Fairview Height,Mid-Levels West,2,9980000,29,511,FALSE,22.2801011,114.150795,15,16,803,4,142,70,24,4,50,58,10
HAMBURG VILLA,Kowloon Tong,3,10800000,55,870,FALSE,22.3369319,114.1763367,27,1,590,4,398,90,43,2,206,31,6
METRO HARBOUR VIEW PHASE II TOWER 8,Tai Kok Tsui,2,5300000,22,346,FALSE,22.3244104,114.1603631,27,11,927,7,360,77,44,7,220,59,6
VIENNA GARDEN Block 3,Fanling,3,5000000,32,663,FALSE,22.4960679,114.1309963,69,17,490,7,155,71,22,3,42,40,2
KWONG MING COURT KWONG LUNG HOUSE (BLOCK B),Tseung Kwan O,2,3680000,27,426,FALSE,22.3122838,114.2591379,51,12,470,9,207,50,10,8,43,29,0
The Parkville,Tuen Mun Town Centre,3,6800000,7,575,TRUE,22.3972717,113.9750452,64,8,589,12,197,74,20,8,104,37,0
TSUEN WAN GARDEN Merry Court (Block C),Tsuen Wan Town Centre,2,4300000,45,376,FALSE,22.3699363,114.1217903,45,16,860,17,232,101,26,7,135,48,0
THE MERTON Tower 1,Kennedy Town,2,8800000,20,470,TRUE,22.2833974,114.1262504,20,8,282,6,104,45,20,2,37,14,1
BANYAN GARDEN PHASE 2 Tower 7,Four Little Dragons,2,7880000,21,512,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
MEI FOO SUN CHUEN PHASE 3 45-47 Broadway,Mei Foo,2,5300000,52,520,FALSE,22.3358694,114.1396854,33,5,371,3,130,35,8,1,52,40,0
FU NING GARDEN BLOCK 3,Hang Hau,3,4900000,35,592,FALSE,22.3188125,114.2676844,55,17,372,5,170,49,10,3,40,17,0
CARIBBEAN COAST PHASE 1 MONTEREY COVE Tower 2,Tung Chung Town Centre,2,5480000,22,496,FALSE,22.2937952,113.9516083,61,22,114,1,32,5,8,1,3,6,1
GREENFIELD GARDEN PHASE 2 TOWER 8,Tsing Yi,2,4800000,35,366,FALSE,22.3514246,114.1083786,40,18,446,7,124,67,5,6,33,27,0
YOHO TOWN PHASE 2 YOHO MIDTOWN Block M2,Yuen Long Station,3,12500000,15,972,FALSE,22.4460876,114.0347702,53,0,443,3,109,42,14,4,44,37,1
BEL AIR HEIGHTS BLOCK 2,Diamond Hill,2,6900000,26,454,TRUE,22.3419168,114.2018012,39,10,793,19,211,106,34,12,105,50,1
MEI FOO SUN CHUEN PHASE 1 14-16 Broadway,Mei Foo,3,8320000,56,946,FALSE,22.3364895,114.1377585,30,2,310,2,111,35,8,1,40,22,0
VICTORIA SKYE OCEAN WAVES TOWER 1,Kai Tak New Area,2,7900000,6,460,TRUE,22.3286136,114.2018788,42,6,451,7,261,70,34,7,128,39,1
METRO HARBOUR VIEW PHASE II Tower 9,Tai Kok Tsui,2,5900000,22,372,FALSE,22.3244104,114.1603631,27,11,927,7,360,77,44,7,220,59,6
RESIDENCE 228,Cheung Sha Wan,3,7980000,13,543,FALSE,22.3352007,114.158868,27,6,920,17,327,87,23,10,178,42,5
KWAI CHUNG PLAZA BLOCK 1,Ha Kwai Chung,2,4880000,35,318,FALSE,22.3582607,114.1271935,34,6,592,5,207,71,29,7,92,48,0
MEI FOO SUN CHUEN PHASE 3 49-51 Broadway,Mei Foo,5,6380000,52,657,FALSE,22.3357564,114.1399873,34,6,374,3,134,35,10,1,54,40,0
BELAIR GARDENS ESTORIL HEIGHTS (BLOCK E),Sha Tin,3,6300000,43,670,FALSE,22.3842858,114.1991345,49,17,513,14,157,72,17,8,85,28,1
COASTAL SKYLINE PHASE 1 Block 2,Tung Chung Town Centre,2,6500000,23,485,FALSE,22.2917622,113.9454684,56,11,195,2,53,15,8,4,8,14,1
Sol City Tower 3,Long Ping,1,4800000,6,322,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
BELVEDERE GARDEN Phase 2 Block 7,Belvedere,3,7000000,35,668,FALSE,22.3715791,114.1005017,48,21,187,3,123,18,15,2,50,11,0
CHING TAI COURT PO TAI HOUSE (BLOCK B),Tsing Yi,3,3950000,36,554,FALSE,22.363184,114.1017917,41,18,343,5,155,38,17,3,53,28,0
Sceneway Garden Block 9,Lam Tin,3,8880000,33,720,TRUE,22.3058319,114.2336569,40,2,497,13,188,64,19,3,73,46,1
BROADVIEW GARDEN BLOCK 2,Tsing Yi,2,5880000,33,550,FALSE,22.3565122,114.1044224,39,16,546,11,142,79,10,7,44,34,0
Sceneway Garden Block 16,Lam Tin,3,7100000,33,614,TRUE,22.3068473,114.2337248,38,11,524,13,194,68,19,3,75,55,0
THE AUSTIN TOWER 3A,Kowloon Station,1,9900000,11,419,TRUE,22.3052202,114.1666477,24,1,1005,5,160,56,28,5,132,62,4
THE SPECTRA Tower 5,Long Ping,4,9000000,8,888,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
EMERALD GREEN BLOCK 1,Yuen Long Town Centre,3,7480000,15,822,TRUE,22.439052,114.0198199,68,21,351,3,114,46,13,1,55,13,3
GRANDVIEW GARDEN Block 2,Deep Bay,1,4990000,40,302,TRUE,22.2833795,114.1504355,15,9,844,4,143,78,24,7,53,67,10
TIN CHUNG COURT CHUNG CHAK HOUSE (BLOCK M),Tin Shui Wai,2,3300000,25,535,FALSE,22.4613416,113.9986902,79,33,478,10,157,66,6,5,30,26,4
KING MING COURT FAI KING HOUSE (BLOCK B),Po Lam,3,3000000,37,554,FALSE,22.323486,114.249947,66,21,253,3,181,29,9,4,55,18,0
TELFORD GARDENS Block N,Kowloon Bay,2,5480000,43,494,FALSE,22.32237,114.212493,50,7,611,6,194,80,25,6,81,33,0
Scenic View Block 2,Choi Hung,2,6600000,26,507,TRUE,22.3375855,114.2151782,54,20,390,10,183,48,11,8,70,33,1
MOUNT REGENCY PHASE 1 TOWER 1B,Tuen Mun San Hui,2,4400000,5,440,FALSE,22.4058252,113.9815041,72,17,368,4,132,46,20,2,62,28,0
Southorn Garden,Wan Chai,2,8200000,37,517,FALSE,22.2771755,114.1731654,7,1,782,6,116,73,29,5,57,45,10
Yoho Town PHASE 2 YOHO MIDTOWN Block M7,Yuen Long Station,4,11250000,15,938,FALSE,22.443562,114.0361045,65,12,421,3,109,37,14,4,46,33,1
CAUSEWAY CENTRE Block C,Wan Chai,2,5200000,46,357,TRUE,22.28009,114.1763763,11,6,817,7,132,66,27,6,71,52,8
CHARMING GARDEN BLOCK 8,Tai Kok Tsui,2,5180000,27,484,FALSE,22.3198474,114.1620857,23,7,1097,6,339,96,44,7,222,68,6
TAI PO CENTRE PHASE 1 Block 3,Tai Po Town Centre,2,4290000,40,409,FALSE,22.451529,114.169121,63,17,696,19,131,96,13,12,73,34,0
AQUA MARINE Tower 1,Four Little Dragons,2,6980000,21,494,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
YOHO TOWN PHASE 2 YOHO MIDTOWN BLOCK M9,Yuen Long Station,3,11000000,15,795,FALSE,22.4445376,114.0222076,64,10,522,6,122,62,14,6,52,28,3
I-HOME,Tai Kok Tsui,2,7300000,16,457,TRUE,22.3219102,114.1646273,28,12,1278,6,422,119,45,9,227,80,6
The Fortune Gardens Block A,Mid-Levels West,3,13000000,37,721,FALSE,22.2812731,114.1507863,13,14,834,4,141,72,24,4,51,62,10
Harbour One,Shek Tong Tsui,2,19000000,13,662,TRUE,22.287165,114.1330532,23,13,419,8,124,46,23,7,45,22,2
The Avenue PHASE 2 Tower 3,Wan Chai,1,10000000,10,443,FALSE,22.2752182,114.1726811,16,4,756,6,105,72,29,5,58,39,10
Alassio,Mid-Levels West,2,23800000,8,588,TRUE,22.2823621,114.150704,10,11,835,4,140,76,24,7,53,64,10
FESSENDEN COURT,Kowloon Tong,3,7000000,49,629,FALSE,22.3369319,114.1763367,27,1,590,4,398,90,43,2,206,31,6
SCENEWAY GARDEN BLOCK 7,Lam Tin,2,6800000,33,537,TRUE,22.3067319,114.2345378,42,5,508,13,201,70,19,3,74,48,0
Kam Shan Court,Happy Valley,2,5800000,49,457,FALSE,22.2678597,114.1843121,31,26,293,1,115,40,28,2,58,7,7
THE HARBOURSIDE TOWER 3,Kowloon Station,2,18000000,22,750,FALSE,22.3031927,114.1613893,18,3,330,1,104,25,24,3,96,34,3
KINGSWOOD VILLAS PHASE 7 KENSWOOD COURT BLOCK 6,Tin Shui Wai,3,5300000,30,630,FALSE,22.4583267,114.0055635,79,24,460,11,161,74,6,4,31,24,4
WETLAND SEASONS BAY PHASE 3 TOWER 6A,Tin Shui Wai,2,5380000,3,434,FALSE,22.4699337,114.003197,74,51,262,7,122,30,6,3,19,17,4
TSUEN WAN CENTRE BLOCK 16 (NANNING HOUSE),Tsuen King Circuit,2,2530000,44,329,TRUE,22.8167299,108.3669,41,19,0,0,0,0,0,0,0,0,0
Yuen Long Mansion,Yuen Long Town Centre,2,3680000,58,508,FALSE,22.4442953,114.0261522,65,13,640,8,103,73,14,6,50,44,2
K‧Summit Tower 2A,Kai Tak New Area,2,12000000,4,516,FALSE,22.3269115,114.1990234,42,8,336,3,279,54,39,2,125,32,1
TELFORD GARDENS Block K,Kowloon Bay,2,5120000,43,551,FALSE,22.32237,114.212493,50,7,611,6,194,80,25,6,81,33,0
LOHAS PARK Phase 7B Grand Montara TOWER 1 (1A),Lohas Park,3,11000000,4,760,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
LAICHIKOK BAY GARDEN Block A,Lai Wan,2,4380000,48,435,TRUE,22.3424856,114.1359747,37,11,341,3,102,41,13,2,37,24,0
ATRIUM HOUSE,Shap Pat Heung,3,5200000,5,577,TRUE,22.4378987,114.0224566,69,21,371,3,100,43,13,3,53,14,3
Yuccie Square Tower 5,Long Ping,2,6100000,8,428,TRUE,22.4467627,114.0278791,59,5,627,8,103,67,14,6,46,52,1
KWAI HONG COURT Kwai Yat House (Block B),Ha Kwai Chung,2,4550000,32,477,FALSE,22.363275,114.130537,35,4,808,17,221,105,31,9,116,51,0
Alpine Garden 4座,Chi Lok,4,6900000,34,814,TRUE,22.3863663,113.9815412,73,25,356,5,131,43,18,5,70,20,0
Grand Promenade Tower 5,Sai Wan Ho,2,10500000,20,498,TRUE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
SUN KWAI HING GARDENS BLOCK C,Ha Kwai Chung,3,5800000,42,570,TRUE,22.355777,114.131286,40,11,508,2,184,60,25,5,79,50,0
Primrose Court,Mid-Levels West,2,11300000,31,659,TRUE,22.2816499,114.1475395,10,14,788,6,152,76,25,7,57,45,9
CARIBBEAN COAST PHASE 2 ALBANY COVE Tower 7,Tung Chung Town Centre,3,8000000,21,736,FALSE,22.2923361,113.9501925,65,22,156,2,50,11,8,4,7,8,1
CITY ONE SHATIN Site 5 BLOCK 50,City One Shatin,2,4500000,39,304,FALSE,22.3871137,114.2032087,48,12,402,6,138,58,15,5,63,25,1
Splendid Place,Taikoo Shing,1,6200000,21,363,FALSE,22.2865471,114.2189883,27,10,428,6,119,63,14,4,63,26,19
SERENO VERDE PHASE 2 BLOCK 16,Yuen Long Southeast,3,6500000,23,763,FALSE,22.4445376,114.0222076,64,10,522,6,122,62,14,6,52,28,3
COO Residence,Tuen Mun Town Centre,1,3680000,6,320,TRUE,22.3908295,113.9725126,68,10,622,10,186,59,21,8,92,41,1
Alto Residences Tower 8,Tseung Kwan O,2,9250000,7,604,TRUE,22.3025562,114.2582394,48,10,293,7,174,17,5,5,26,23,0
Cadogan,Kennedy Town,1,9500000,11,375,FALSE,22.2824479,114.1260465,19,7,284,6,104,44,11,2,35,13,1
GRAND CENTRAL PHASE 2 Tower 3,Kwun Tong,3,13500000,4,763,FALSE,22.3145027,114.2252723,47,6,779,13,209,90,28,8,91,70,0
YOHO TOWN PHASE 1 BLOCK 5,Yuen Long Station,2,5250000,21,393,FALSE,22.4515045,114.0523365,67,42,50,0,18,5,1,0,16,3,6
BAILEY GARDEN Tower 1,To Kwa Wan,2,4850000,30,379,FALSE,22.3125417,114.1888715,45,10,644,11,255,96,32,5,129,29,3
LEI KING WAN Sites D BLOCK 16 ON TSUI MANSION,Sai Wan Ho,3,8000000,37,540,FALSE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
HAMPTON PLACE Tower 2,Olympic Station,1,7250000,22,429,FALSE,22.3209392,114.1553734,28,15,381,5,261,46,32,5,184,32,6
Hampton Place Tower 3,Olympic Station,2,8000000,22,469,FALSE,22.317771,114.16022,16,0,692,5,280,75,38,4,197,45,6
Yuen Long Plaza,Yuen Long Town Centre,2,4580000,35,378,TRUE,22.4448455,114.0239342,63,7,573,8,109,69,14,6,51,33,2
METROPOLIS PLAZA BLOCK 3,Sheung Shui,3,6800000,34,549,FALSE,22.5016611,114.1292972,57,5,471,5,127,82,22,3,40,29,1
LEI KING WAN SITES C Block 9 Yee Cheung Mansion,Sai Wan Ho,2,7300000,36,539,FALSE,22.2824738,114.2227035,24,1,544,10,121,76,10,5,61,39,20
SOL CITY Tower 3,Long Ping,3,8900000,6,737,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
TAIKOO SHING ON SHING TERRACE (T-31) Kin On Mansion,Taikoo Shing,2,8000000,45,503,FALSE,22.2868989,114.2141353,30,12,409,6,154,65,14,2,78,27,5
ONE SOHO,Mong Kok,1,6000000,2,307,FALSE,22.3166637,114.168095,23,6,1343,9,374,101,47,7,219,81,8
NO. 2 PARK ROAD,Mid-Levels West,3,19500000,21,848,FALSE,22.2839934,114.1455412,18,9,750,6,142,83,24,9,59,41,9
Taikoo Shing Kao Shan Terrace (T-17) Kam Shan Mansion,Taikoo Shing,3,8500000,47,582,FALSE,22.2856258,114.2183791,27,8,439,6,121,63,14,4,65,27,19
WETLAND SEASONS PARK PHASE 1 TOWER 17,Tin Shui Wai,3,4650000,4,459,TRUE,22.4671191,114.0059601,67,36,283,8,145,37,6,3,24,17,3
EMERALD GREEN BLOCK 1,Yuen Long Town Centre,2,5330000,15,526,TRUE,22.439052,114.0198199,68,21,351,3,114,46,13,1,55,13,3
KINGSWOOD VILLAS PHASE 6 MAYWOOD COURT Block 1,Tin Shui Wai,2,4150000,27,441,FALSE,22.4612642,114.0061941,74,26,384,7,157,61,6,3,31,22,4
MANOR HILL TOWER 2,Lohas Park,2,6680000,3,406,FALSE,22.2961803,114.2736406,49,11,61,2,52,7,0,0,2,7,0
SUN YUEN LONG CENTRE Block 3,Yuen Long Station,3,7300000,31,639,TRUE,22.44488,114.0345455,59,7,460,3,109,42,14,4,45,38,1
YU TAI COURT BLOCK A (YU YUET HOUSE),Tung Chung North,1,2700000,4,384,FALSE,22.280596,113.941099,65,22,185,3,57,11,8,4,11,9,0
RIVA HELORUS BOULEVARD TOWER 3,Kam Tin,3,7980000,12,886,TRUE,22.443529,114.0533957,72,24,84,0,25,7,1,0,23,5,6
SUNNINGDALE GARDEN BLOCK 4,Sheung Shui,2,4600000,33,483,FALSE,22.5018377,114.1317903,62,9,489,5,126,82,22,3,39,29,2
TAI SHUN HOUSE,Sai Wan Ho,3,4000000,62,419,FALSE,22.2838265,114.2213925,27,4,521,9,114,71,14,7,61,39,20
CITY GARDEN PHASE 1 Block 2,North Point,3,9200000,42,807,FALSE,22.2902196,114.1932715,21,6,491,5,179,66,8,5,76,27,4
THE WINGS OCEAN WINGS Tower 7A,Tseung Kwan O,1,6250000,7,380,FALSE,22.3082447,114.2595131,50,11,406,9,199,39,10,6,37,34,0
MEI FOO SUN CHUEN Phase 1 23 BROADWAY,Mei Foo,2,5780000,56,579,FALSE,22.3369203,114.1385852,31,3,332,2,117,35,8,1,45,26,0
THE YOHO HUB Phase B TOWER 1,Yuen Long Station,3,13000000,2,872,FALSE,22.4447347,114.0346506,59,7,459,3,109,42,14,4,45,37,1
PANORAMA GARDENS,Mid-Levels West,2,10500000,36,592,FALSE,22.2826571,114.1462321,13,11,755,7,147,78,25,7,58,41,9
KAM ON COURT Po On House (Block C),Heng On,3,5700000,37,554,FALSE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
ALLWAY GARDEN Block D,Tsuen King Circuit,2,4500000,47,537,TRUE,22.3786522,114.1036867,52,30,229,2,95,29,13,3,56,8,0
GRAND CENTRAL PHASE 1 TOWER 2,Kwun Tong,2,10280000,4,598,FALSE,22.3145027,114.2252723,47,6,779,13,209,90,28,8,91,70,0
Liberte Block 6,Four Little Dragons,3,11000000,22,607,TRUE,22.3193039,114.1693611,17,0,1334,7,451,104,53,6,237,73,7
Lung Poon Court Lung San House (Block A),Diamond Hill,2,5200000,38,426,FALSE,22.3422584,114.201201,39,9,818,22,206,109,34,13,106,51,1
Canaryside,Yau Tong,3,10900000,19,666,TRUE,22.2925737,114.2375405,40,10,224,2,140,29,11,4,49,12,15
FAIR WAY GARDEN BLOCK C,Ho Man Tin,1,4500000,40,290,FALSE,22.3190994,114.1741036,25,10,1245,9,480,107,61,6,261,60,8
LAI YAN COURT Lai Ying House (Block A),Lai Wan,1,4300000,23,428,FALSE,22.3430841,114.1366077,37,10,342,3,109,39,13,2,38,25,0
KINGSWOOD VILLAS PHASE 3 CHESTWOOD COURT Block 1,Tin Shui Wai,2,4000000,32,449,FALSE,22.4585625,113.9996184,66,25,517,11,157,77,6,4,29,26,4
HEALTHY GARDENS BLOCK D,North Point,2,5800000,45,446,TRUE,22.2914929,114.2041705,18,6,438,6,169,45,4,3,66,24,5
Yen Shun Mansion,Sai Ying Pun,1,3800000,35,240,FALSE,22.2856298,114.1395628,16,6,549,6,141,71,29,6,57,22,9
The Sherwood Tower 2,Lam Tei,2,4300000,20,450,TRUE,22.4192658,113.985439,81,24,181,1,54,21,6,2,32,11,0
KAM FUNG GARDEN BLOCK 1,Tsuen King Circuit,3,5380000,36,518,FALSE,22.3760384,114.1078209,43,25,414,5,137,41,13,4,90,33,0
Conduit Tower,Mid-Levels West,2,10500000,33,567,FALSE,22.2790348,114.1508792,6,20,768,4,139,65,24,4,49,56,10
Edition 178,Ha Kwai Chung,2,5950000,7,397,TRUE,22.355777,114.131286,40,11,508,2,184,60,25,5,79,50,0
GREENFIELDS BLOCK 2,Yuen Long Town Centre,2,4900000,26,443,FALSE,22.4415487,114.0325172,63,10,475,3,107,44,14,5,47,34,1
The Sherwood Tower 2,Lam Tei,2,4300000,20,450,TRUE,22.4192658,113.985439,81,24,181,1,54,21,6,2,32,11,0
FAIRVIEW HEIGHT,Mid-Levels West,1,7200000,29,355,FALSE,22.2801011,114.150795,15,16,803,4,142,70,24,4,50,58,10
YOHO TOWN PHASE 1 BLOCK 7,Yuen Long Station,2,5950000,21,463,FALSE,22.4515045,114.0523365,67,42,50,0,18,5,1,0,16,3,6
One Madison,Cheung Sha Wan,2,11000000,17,499,FALSE,22.3378996,114.1568864,28,6,744,11,262,63,23,3,146,43,3
THE GRAND MARINE TOWER 1,Tsing Yi,4,11800000,3,806,FALSE,22.3439865,114.1060175,48,37,229,5,76,36,5,4,21,12,0
The Sherwood Tower 1,Lam Tei,2,4000000,20,395,TRUE,22.4192658,113.985439,81,24,181,1,54,21,6,2,32,11,0
LOHAS PARK Phase 2A Le Prestige SUN FLOWER (TOWER 2 - R WING),Lohas Park,3,9280000,15,815,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
Manrich Court,Wan Chai,1,7200000,35,415,FALSE,22.2757268,114.1689597,15,8,713,5,108,72,29,3,61,42,15
GOLDEN PHOENIX COURT,Mid-Levels West,3,10200000,44,534,FALSE,22.2842961,114.1421007,14,5,636,8,146,78,29,8,59,23,9
METRO HARBOUR VIEW PHASE I Tower 4,Tai Kok Tsui,3,8380000,22,536,FALSE,22.3244104,114.1603631,27,11,927,7,360,77,44,7,220,59,6
Hong Kong Gold Coast Block 11,So Kwun Wat,3,5200000,32,680,FALSE,22.3678474,113.9954302,64,68,98,0,13,4,0,0,7,7,1
RESIDENCE 譽88 Tower 2,Yuen Long Southeast,2,5280000,11,463,TRUE,22.4399053,114.0324789,66,12,431,3,103,38,14,4,49,29,1
Twin Regency Tower 1,Long Ping,2,3800000,8,454,TRUE,22.4524331,114.0299407,65,12,357,5,98,33,14,5,44,41,1
KWONG MING COURT KWONG CHEONG HOUSE (BLOCK A),Tseung Kwan O,2,4360000,27,530,FALSE,22.3119588,114.2597569,50,11,470,9,207,51,10,8,43,30,0
THE VISIONARY Tower 3,Tung Chung Town Centre,3,11800000,10,986,TRUE,22.2953677,113.9517414,62,24,101,1,32,5,8,1,3,6,1
SOUTH HORIZONS Phase 3 Mei Fai Court (Block 17),South Horizons,3,8400000,31,618,FALSE,22.2427519,114.1476164,29,3,334,6,94,34,10,6,43,29,1
The Arcadia Block 1,Ho Man Tin,3,15000000,36,764,FALSE,22.318507,114.1755339,26,13,1200,10,470,108,54,6,257,57,9
The Sherwood Tower 12,Lam Tei,2,4280000,20,450,TRUE,22.4192658,113.985439,81,24,181,1,54,21,6,2,32,11,0
LOHAS PARK PHASE 2A LE PRESTIGE Sun Flower (Tower 2 - R Wing),Lohas Park,4,10500000,15,975,FALSE,22.2948541,114.2729928,50,8,62,2,46,7,0,0,1,7,0
Cameo Court,Mid-Levels West,1,14500000,34,600,FALSE,22.2812745,114.1522166,9,13,840,4,136,72,24,4,48,65,10
TSUEN WAN CENTRE BLOCK 7 (SHANGHAI HOUSE),Tsuen King Circuit,3,4680000,45,515,TRUE,22.3781035,114.1078444,54,28,325,4,124,35,13,3,93,13,0
GREENFIELD GARDEN PHASE 3 Tower 10,Tsing Yi,2,5900000,35,450,FALSE,22.3514246,114.1083786,40,18,446,7,124,67,5,6,33,27,0
AMOY GARDENS PHASE 2A BLOCK H,Kowloon Bay,2,4800000,41,378,FALSE,22.3266646,114.2078426,37,23,560,7,199,62,28,9,94,44,1
SUN TUEN MUN CENTRE 4座,Tuen Mun South,3,5100000,35,597,TRUE,22.381024,113.9646358,73,31,370,7,123,43,13,5,64,19,1
COME ON BUILDING,Chi Lok,2,2800000,43,292,FALSE,22.3888218,113.9800621,63,21,442,8,141,54,18,5,80,30,0
Chee On Building,Causeway Bay,2,5800000,53,465,FALSE,22.2810908,114.1847609,17,3,791,5,176,95,27,4,89,50,9
One New York,Cheung Sha Wan,1,4500000,17,242,TRUE,22.3401713,114.1529687,33,10,562,8,210,56,23,2,119,34,2
CHUNG ON BUILDING BLOCK B,Tsuen Wan Town Centre,2,4500000,55,400,FALSE,22.3691148,114.1182723,46,10,867,18,228,95,19,7,129,63,0
YU TAI COURT BLOCK A (YU YUET HOUSE),Tung Chung North,1,3000000,4,381,FALSE,22.280596,113.941099,65,22,185,3,57,11,8,4,11,9,0
LOHAS PARK Phase 2B Le Prime TOWER 7 - R WING,Lohas Park,3,7300000,14,681,FALSE,22.2954739,114.2718487,50,8,64,2,53,8,0,0,2,7,0
RIVA FERENTINO BOULEVARD TOWER 6,Kam Tin,3,7700000,12,774,TRUE,22.4429881,114.0536004,72,23,84,0,25,7,1,0,21,4,6
YING MING COURT Ming Leung House (Block B),Po Lam,3,5100000,36,554,FALSE,22.3258022,114.2570108,53,12,315,5,140,39,10,5,40,18,1
HEALTHY GARDENS Block F,North Point,2,5400000,45,446,TRUE,22.2913523,114.203361,23,5,452,6,167,45,4,3,68,25,5
THE REACH Tower 7,Yuen Long Southeast,2,4000000,11,357,TRUE,22.4368793,114.0336322,76,32,272,2,103,20,14,3,48,11,1
THE ZENITH PHASE 1 TOWER 1,Wan Chai,3,14000000,18,569,FALSE,22.2746805,114.1739378,11,5,720,7,101,80,28,5,58,35,8
Park Haven,Causeway Bay,1,7100000,11,377,TRUE,22.2778075,114.1870414,20,7,774,7,176,100,27,5,87,47,9
Sun View Court,Happy Valley,2,7680000,40,478,FALSE,22.2682362,114.185349,31,25,299,1,114,40,27,2,58,8,7
MEI FOO SUN CHUEN PHASE 2 33-35 BROADWAY,Mei Foo,3,7280000,53,694,FALSE,22.335401,114.140333,34,6,386,3,139,35,10,1,56,40,0
All Fit Garden,Mid-Levels West,2,6400000,32,396,FALSE,22.2836753,114.1460487,14,7,762,7,144,79,25,7,58,43,9
MAYFAIR BY THE SEA II Tower 9,Pak Shek Kok,2,13000000,10,657,TRUE,22.4313708,114.2053099,59,45,76,0,18,5,0,0,5,12,2
